date,neighborhood,city,cases
2020-03-18,Encino,Los Angeles,6
2020-03-19,Encino,Encino,6
2020-03-20,Encino,Encino --,8
2020-03-21,Encino,Encino,10
2020-03-22,Encino,Encino,10
2020-03-23,Encino,Encino,10
2020-03-24,Encino,Encino,12
2020-03-25,Encino,Encino,13
2020-03-26,Encino,Encino,21
2020-03-27,Encino,Los Angeles,23
2020-03-10,Exposition Park,NA,NA
2020-03-11,Exposition Park,NA,NA
2020-03-12,Exposition Park,NA,NA
2020-03-13,Exposition Park,NA,NA
2020-03-14,Exposition Park,NA,NA
2020-03-15,Exposition Park,NA,NA
2020-03-16,Exposition Park,NA,NA
2020-03-17,Exposition Park,NA,NA
2020-03-18,Exposition Park,NA,NA
2020-03-19,Exposition Park,NA,NA
2020-03-20,Exposition Park,NA,NA
2020-03-21,Exposition Park,NA,NA
2020-03-22,Exposition Park,NA,NA
2020-03-23,Exposition Park,Exposition Park,1
2020-03-24,Exposition Park,Exposition Park,1
2020-03-25,Exposition Park,Exposition Park,1
2020-03-26,Exposition Park,Exposition Park,2
2020-03-27,Exposition Park,Los Angeles,2
2020-03-10,Fairfax,NA,NA
2020-03-11,Fairfax,NA,NA
2020-03-12,Fairfax,NA,NA
2020-03-13,Fairfax,NA,NA
2020-03-14,Fairfax,NA,NA
2020-03-15,Fairfax,NA,NA
2020-03-16,Fairfax,NA,NA
2020-03-17,Fairfax,NA,NA
2020-03-18,Fairfax,NA,NA
2020-03-19,Fairfax,NA,NA
2020-03-20,Fairfax,NA,NA
2020-03-21,Fairfax,NA,NA
2020-03-22,Fairfax,NA,NA
2020-03-23,Fairfax,NA,NA
2020-03-24,Fairfax,NA,NA
2020-03-25,Fairfax,NA,NA
2020-03-26,Fairfax,NA,NA
2020-03-27,Fairfax,NA,NA
2020-03-10,Florence,NA,NA
2020-03-11,Florence,NA,NA
2020-03-12,Florence,NA,NA
2020-03-13,Florence,NA,NA
2020-03-14,Florence,NA,NA
2020-03-15,Florence,NA,NA
2020-03-16,Florence,NA,NA
2020-03-17,Florence,NA,NA
2020-03-18,Florence,NA,NA
2020-03-19,Florence,NA,NA
2020-03-20,Florence,NA,NA
2020-03-21,Florence,NA,NA
2020-03-22,Florence,NA,NA
2020-03-23,Florence,Florence,1
2020-03-24,Florence,Florence,1
2020-03-25,Florence,Florence,4
2020-03-26,Florence,Florence*,7
2020-03-27,Florence,NA,NA
2020-03-10,Florence-Firestone,NA,NA
2020-03-11,Florence-Firestone,NA,NA
2020-03-12,Florence-Firestone,NA,NA
2020-03-13,Florence-Firestone,NA,NA
2020-03-14,Florence-Firestone,NA,NA
2020-03-15,Florence-Firestone,NA,NA
2020-03-16,Florence-Firestone,NA,NA
2020-03-17,Florence-Firestone,NA,NA
2020-03-18,Florence-Firestone,NA,NA
2020-03-19,Florence-Firestone,NA,NA
2020-03-20,Florence-Firestone,NA,NA
2020-03-21,Florence-Firestone,NA,NA
2020-03-22,Florence-Firestone,NA,NA
2020-03-23,Florence-Firestone,NA,NA
2020-03-24,Florence-Firestone,NA,NA
2020-03-25,Florence-Firestone,NA,NA
2020-03-26,Florence-Firestone,NA,NA
2020-03-27,Florence-Firestone,Los Angeles,3
2020-03-27,Florence-Firestone,Unincorporated,0
2020-03-10,Gardena,NA,NA
2020-03-11,Gardena,NA,NA
2020-03-12,Gardena,NA,NA
2020-03-13,Gardena,NA,NA
2020-03-14,Gardena,NA,NA
2020-03-15,Gardena,NA,NA
2020-03-16,Gardena,NA,NA
2020-03-17,Gardena,Gardena,1
2020-03-18,Gardena,Gardena --,1
2020-03-19,Gardena,Gardena --,1
2020-03-20,Gardena,Gardena --,1
2020-03-21,Gardena,Gardena,1
2020-03-22,Gardena,Gardena,1
2020-03-23,Gardena,Gardena,1
2020-03-24,Gardena,Gardena,1
2020-03-25,Gardena,Gardena,1
2020-03-26,Gardena,Gardena,4
2020-03-27,Gardena,City of Gardena,5
2020-03-10,Glassell Park,NA,NA
2020-03-11,Glassell Park,NA,NA
2020-03-12,Glassell Park,NA,NA
2020-03-13,Glassell Park,NA,NA
2020-03-14,Glassell Park,NA,NA
2020-03-15,Glassell Park,NA,NA
2020-03-16,Glassell Park,NA,NA
2020-03-17,Glassell Park,NA,NA
2020-03-18,Glassell Park,NA,NA
2020-03-19,Glassell Park,NA,NA
2020-03-20,Glassell Park,NA,NA
2020-03-21,Glassell Park,NA,NA
2020-03-22,Glassell Park,NA,NA
2020-03-23,Glassell Park,NA,NA
2020-03-24,Glassell Park,NA,NA
2020-03-25,Glassell Park,Glassell Park,1
2020-03-26,Glassell Park,Glassell Park,2
2020-03-27,Glassell Park,Los Angeles,4
2020-03-10,Glendale,NA,NA
2020-03-11,Glendale,NA,NA
2020-03-12,Glendale,NA,NA
2020-03-13,Glendale,NA,NA
2020-03-14,Glendale,NA,NA
2020-03-15,Glendale,NA,NA
2020-03-16,Glendale,NA,NA
2020-03-17,Glendale,Glendale,3
2020-03-18,Glendale,Glendale,4
2020-03-19,Glendale,Glendale,4
2020-03-20,Glendale,Glendale --,4
2020-03-21,Glendale,Glendale,5
2020-03-22,Glendale,Glendale,6
2020-03-23,Glendale,Glendale,9
2020-03-24,Glendale,Glendale,10
2020-03-25,Glendale,Glendale,12
2020-03-26,Glendale,Glendale,23
2020-03-27,Glendale,City of Glendale,29
2020-03-10,Glendora,NA,NA
2020-03-11,Glendora,NA,NA
2020-03-12,Glendora,NA,NA
2020-03-13,Glendora,NA,NA
2020-03-14,Glendora,NA,NA
2020-03-15,Glendora,NA,NA
2020-03-16,Glendora,NA,NA
2020-03-17,Glendora,NA,NA
2020-03-18,Glendora,NA,NA
2020-03-19,Glendora,NA,NA
2020-03-20,Glendora,NA,NA
2020-03-21,Glendora,NA,NA
2020-03-22,Glendora,Glendora,1
2020-03-23,Glendora,Glendora,1
2020-03-24,Glendora,Glendora,1
2020-03-25,Glendora,Glendora,2
2020-03-26,Glendora,Glendora*,2
2020-03-27,Glendora,City of Glendora,4
2020-03-27,Glendora,Unincorporated,0
2020-03-10,Gramercy Park,NA,NA
2020-03-11,Gramercy Park,NA,NA
2020-03-12,Gramercy Park,NA,NA
2020-03-13,Gramercy Park,NA,NA
2020-03-14,Gramercy Park,NA,NA
2020-03-15,Gramercy Park,NA,NA
2020-03-16,Gramercy Park,NA,NA
2020-03-17,Gramercy Park,NA,NA
2020-03-18,Gramercy Park,NA,NA
2020-03-19,Gramercy Park,NA,NA
2020-03-20,Gramercy Park,NA,NA
2020-03-21,Gramercy Park,NA,NA
2020-03-22,Gramercy Park,NA,NA
2020-03-23,Gramercy Park,NA,NA
2020-03-24,Gramercy Park,NA,NA
2020-03-25,Gramercy Park,NA,NA
2020-03-26,Gramercy Park,NA,NA
2020-03-27,Gramercy Park,NA,NA
2020-03-10,Granada Hills,NA,NA
2020-03-11,Granada Hills,NA,NA
2020-03-12,Granada Hills,NA,NA
2020-03-13,Granada Hills,NA,NA
2020-03-14,Granada Hills,NA,NA
2020-03-15,Granada Hills,NA,NA
2020-03-16,Granada Hills,NA,NA
2020-03-17,Granada Hills,Granada Hills,3
2020-03-18,Granada Hills,Los Angeles,3
2020-03-19,Granada Hills,Granada Hills --,4
2020-03-20,Granada Hills,Granada Hills --,4
2020-03-21,Granada Hills,Granada Hills,4
2020-03-22,Granada Hills,Granada Hills,4
2020-03-23,Granada Hills,Granada Hills,5
2020-03-24,Granada Hills,Granada Hills,5
2020-03-25,Granada Hills,Granada Hills,7
2020-03-26,Granada Hills,Granada Hills,8
2020-03-27,Granada Hills,Los Angeles,8
2020-03-10,Green Meadows,NA,NA
2020-03-11,Green Meadows,NA,NA
2020-03-12,Green Meadows,NA,NA
2020-03-13,Green Meadows,NA,NA
2020-03-14,Green Meadows,NA,NA
2020-03-15,Green Meadows,NA,NA
2020-03-16,Green Meadows,NA,NA
2020-03-17,Green Meadows,NA,NA
2020-03-18,Green Meadows,NA,NA
2020-03-19,Green Meadows,NA,NA
2020-03-20,Green Meadows,NA,NA
2020-03-21,Green Meadows,NA,NA
2020-03-22,Green Meadows,NA,NA
2020-03-23,Green Meadows,NA,NA
2020-03-24,Green Meadows,NA,NA
2020-03-25,Green Meadows,NA,NA
2020-03-26,Green Meadows,NA,NA
2020-03-27,Green Meadows,NA,NA
2020-03-10,Green Valley,NA,NA
2020-03-11,Green Valley,NA,NA
2020-03-12,Green Valley,NA,NA
2020-03-13,Green Valley,NA,NA
2020-03-14,Green Valley,NA,NA
2020-03-15,Green Valley,NA,NA
2020-03-16,Green Valley,NA,NA
2020-03-17,Green Valley,NA,NA
2020-03-18,Green Valley,NA,NA
2020-03-19,Green Valley,NA,NA
2020-03-20,Green Valley,NA,NA
2020-03-21,Green Valley,NA,NA
2020-03-22,Green Valley,NA,NA
2020-03-23,Green Valley,NA,NA
2020-03-24,Green Valley,NA,NA
2020-03-25,Green Valley,NA,NA
2020-03-26,Green Valley,NA,NA
2020-03-27,Green Valley,NA,NA
2020-03-10,Griffith Park,NA,NA
2020-03-11,Griffith Park,NA,NA
2020-03-12,Griffith Park,NA,NA
2020-03-13,Griffith Park,NA,NA
2020-03-14,Griffith Park,NA,NA
2020-03-15,Griffith Park,NA,NA
2020-03-16,Griffith Park,NA,NA
2020-03-17,Griffith Park,NA,NA
2020-03-18,Griffith Park,NA,NA
2020-03-19,Griffith Park,NA,NA
2020-03-20,Griffith Park,NA,NA
2020-03-21,Griffith Park,NA,NA
2020-03-22,Griffith Park,NA,NA
2020-03-23,Griffith Park,NA,NA
2020-03-24,Griffith Park,NA,NA
2020-03-25,Griffith Park,NA,NA
2020-03-26,Griffith Park,NA,NA
2020-03-27,Griffith Park,NA,NA
2020-03-10,Hacienda Heights,NA,NA
2020-03-11,Hacienda Heights,NA,NA
2020-03-12,Hacienda Heights,NA,NA
2020-03-13,Hacienda Heights,NA,NA
2020-03-14,Hacienda Heights,NA,NA
2020-03-15,Hacienda Heights,NA,NA
2020-03-16,Hacienda Heights,NA,NA
2020-03-17,Hacienda Heights,NA,NA
2020-03-18,Hacienda Heights,NA,NA
2020-03-19,Hacienda Heights,NA,NA
2020-03-20,Hacienda Heights,NA,NA
2020-03-21,Hacienda Heights,NA,NA
2020-03-22,Hacienda Heights,NA,NA
2020-03-23,Hacienda Heights,NA,NA
2020-03-24,Hacienda Heights,NA,NA
2020-03-25,Hacienda Heights,NA,NA
2020-03-26,Hacienda Heights,Hacienda Heights,2
2020-03-27,Hacienda Heights,Unincorporated,2
2020-03-10,Hancock Park,NA,NA
2020-03-11,Hancock Park,NA,NA
2020-03-12,Hancock Park,NA,NA
2020-03-13,Hancock Park,NA,NA
2020-03-14,Hancock Park,NA,NA
2020-03-15,Hancock Park,NA,NA
2020-03-16,Hancock Park,NA,NA
2020-03-17,Hancock Park,NA,NA
2020-03-18,Hancock Park,NA,NA
2020-03-19,Hancock Park,Hancock Park,2
2020-03-20,Hancock Park,Hancock Park --,2
2020-03-21,Hancock Park,Hancock Park,4
2020-03-22,Hancock Park,Hancock Park,5
2020-03-23,Hancock Park,Hancock Park,6
2020-03-24,Hancock Park,Hancock Park,7
2020-03-25,Hancock Park,Hancock Park,8
2020-03-26,Hancock Park,Hancock Park*,10
2020-03-27,Hancock Park,Los Angeles,14
2020-03-10,Hansen Dam,NA,NA
2020-03-11,Hansen Dam,NA,NA
2020-03-12,Hansen Dam,NA,NA
2020-03-13,Hansen Dam,NA,NA
2020-03-14,Hansen Dam,NA,NA
2020-03-15,Hansen Dam,NA,NA
2020-03-16,Hansen Dam,NA,NA
2020-03-17,Hansen Dam,NA,NA
2020-03-18,Hansen Dam,NA,NA
2020-03-19,Hansen Dam,NA,NA
2020-03-20,Hansen Dam,NA,NA
2020-03-21,Hansen Dam,NA,NA
2020-03-22,Hansen Dam,NA,NA
2020-03-23,Hansen Dam,NA,NA
2020-03-24,Hansen Dam,NA,NA
2020-03-25,Hansen Dam,NA,NA
2020-03-26,Hansen Dam,NA,NA
2020-03-27,Hansen Dam,NA,NA
2020-03-10,Harbor City,NA,NA
2020-03-11,Harbor City,NA,NA
2020-03-12,Harbor City,NA,NA
2020-03-13,Harbor City,NA,NA
2020-03-14,Harbor City,NA,NA
2020-03-15,Harbor City,NA,NA
2020-03-16,Harbor City,NA,NA
2020-03-17,Harbor City,NA,NA
2020-03-18,Harbor City,NA,NA
2020-03-19,Harbor City,NA,NA
2020-03-20,Harbor City,NA,NA
2020-03-21,Harbor City,NA,NA
2020-03-22,Harbor City,NA,NA
2020-03-23,Harbor City,NA,NA
2020-03-24,Harbor City,NA,NA
2020-03-25,Harbor City,NA,NA
2020-03-26,Harbor City,Harbor City*,1
2020-03-27,Harbor City,Los Angeles,1
2020-03-10,Harbor Gateway,NA,NA
2020-03-11,Harbor Gateway,NA,NA
2020-03-12,Harbor Gateway,NA,NA
2020-03-13,Harbor Gateway,NA,NA
2020-03-14,Harbor Gateway,NA,NA
2020-03-15,Harbor Gateway,NA,NA
2020-03-16,Harbor Gateway,NA,NA
2020-03-17,Harbor Gateway,NA,NA
2020-03-18,Harbor Gateway,NA,NA
2020-03-19,Harbor Gateway,NA,NA
2020-03-20,Harbor Gateway,NA,NA
2020-03-21,Harbor Gateway,NA,NA
2020-03-22,Harbor Gateway,NA,NA
2020-03-23,Harbor Gateway,NA,NA
2020-03-24,Harbor Gateway,Harbor Gateway,1
2020-03-25,Harbor Gateway,Harbor Gateway,2
2020-03-26,Harbor Gateway,Harbor Gateway*,3
2020-03-27,Harbor Gateway,Los Angeles,4
2020-03-10,Harvard Heights,NA,NA
2020-03-11,Harvard Heights,NA,NA
2020-03-12,Harvard Heights,NA,NA
2020-03-13,Harvard Heights,NA,NA
2020-03-14,Harvard Heights,NA,NA
2020-03-15,Harvard Heights,NA,NA
2020-03-16,Harvard Heights,NA,NA
2020-03-17,Harvard Heights,NA,NA
2020-03-18,Harvard Heights,NA,NA
2020-03-19,Harvard Heights,NA,NA
2020-03-20,Harvard Heights,NA,NA
2020-03-21,Harvard Heights,NA,NA
2020-03-22,Harvard Heights,NA,NA
2020-03-23,Harvard Heights,NA,NA
2020-03-24,Harvard Heights,Harvard Heights,1
2020-03-25,Harvard Heights,Harvard Heights,1
2020-03-26,Harvard Heights,Harvard Heights*,2
2020-03-27,Harvard Heights,NA,NA
2020-03-10,Harvard Park,NA,NA
2020-03-11,Harvard Park,NA,NA
2020-03-12,Harvard Park,NA,NA
2020-03-13,Harvard Park,NA,NA
2020-03-14,Harvard Park,NA,NA
2020-03-15,Harvard Park,NA,NA
2020-03-16,Harvard Park,NA,NA
2020-03-17,Harvard Park,NA,NA
2020-03-18,Harvard Park,NA,NA
2020-03-19,Harvard Park,NA,NA
2020-03-20,Harvard Park,NA,NA
2020-03-21,Harvard Park,NA,NA
2020-03-22,Harvard Park,NA,NA
2020-03-23,Harvard Park,NA,NA
2020-03-24,Harvard Park,NA,NA
2020-03-25,Harvard Park,NA,NA
2020-03-26,Harvard Park,NA,NA
2020-03-27,Harvard Park,Los Angeles,1
2020-03-10,Hasley Canyon,NA,NA
2020-03-11,Hasley Canyon,NA,NA
2020-03-12,Hasley Canyon,NA,NA
2020-03-13,Hasley Canyon,NA,NA
2020-03-14,Hasley Canyon,NA,NA
2020-03-15,Hasley Canyon,NA,NA
2020-03-16,Hasley Canyon,NA,NA
2020-03-17,Hasley Canyon,NA,NA
2020-03-18,Hasley Canyon,NA,NA
2020-03-19,Hasley Canyon,NA,NA
2020-03-20,Hasley Canyon,NA,NA
2020-03-21,Hasley Canyon,NA,NA
2020-03-22,Hasley Canyon,NA,NA
2020-03-23,Hasley Canyon,NA,NA
2020-03-24,Hasley Canyon,NA,NA
2020-03-25,Hasley Canyon,NA,NA
2020-03-26,Hasley Canyon,NA,NA
2020-03-27,Hasley Canyon,NA,NA
2020-03-10,Hawaiian Gardens,NA,NA
2020-03-11,Hawaiian Gardens,NA,NA
2020-03-12,Hawaiian Gardens,NA,NA
2020-03-13,Hawaiian Gardens,NA,NA
2020-03-14,Hawaiian Gardens,NA,NA
2020-03-15,Hawaiian Gardens,NA,NA
2020-03-16,Hawaiian Gardens,NA,NA
2020-03-17,Hawaiian Gardens,NA,NA
2020-03-18,Hawaiian Gardens,NA,NA
2020-03-19,Hawaiian Gardens,NA,NA
2020-03-20,Hawaiian Gardens,NA,NA
2020-03-21,Hawaiian Gardens,NA,NA
2020-03-22,Hawaiian Gardens,NA,NA
2020-03-23,Hawaiian Gardens,NA,NA
2020-03-24,Hawaiian Gardens,NA,NA
2020-03-25,Hawaiian Gardens,NA,NA
2020-03-26,Hawaiian Gardens,NA,NA
2020-03-27,Hawaiian Gardens,NA,NA
2020-03-10,Hawthorne,NA,NA
2020-03-11,Hawthorne,NA,NA
2020-03-12,Hawthorne,NA,NA
2020-03-13,Hawthorne,NA,NA
2020-03-14,Hawthorne,NA,NA
2020-03-15,Hawthorne,NA,NA
2020-03-16,Hawthorne,NA,NA
2020-03-17,Hawthorne,NA,NA
2020-03-18,Hawthorne,NA,NA
2020-03-19,Hawthorne,Hawthorne,1
2020-03-20,Hawthorne,Hawthorne --,2
2020-03-21,Hawthorne,Hawthorne,2
2020-03-22,Hawthorne,Hawthorne,2
2020-03-23,Hawthorne,Hawthorne,3
2020-03-24,Hawthorne,Hawthorne,6
2020-03-25,Hawthorne,Hawthorne,8
2020-03-26,Hawthorne,Hawthorne*,9
2020-03-27,Hawthorne,City of Hawthorne,7
2020-03-10,Hermosa Beach,NA,NA
2020-03-11,Hermosa Beach,NA,NA
2020-03-12,Hermosa Beach,NA,NA
2020-03-13,Hermosa Beach,NA,NA
2020-03-14,Hermosa Beach,NA,NA
2020-03-15,Hermosa Beach,NA,NA
2020-03-16,Hermosa Beach,NA,NA
2020-03-17,Hermosa Beach,NA,NA
2020-03-18,Hermosa Beach,NA,NA
2020-03-19,Hermosa Beach,NA,NA
2020-03-20,Hermosa Beach,NA,NA
2020-03-21,Hermosa Beach,NA,NA
2020-03-22,Hermosa Beach,NA,NA
2020-03-23,Hermosa Beach,NA,NA
2020-03-24,Hermosa Beach,NA,NA
2020-03-25,Hermosa Beach,NA,NA
2020-03-26,Hermosa Beach,NA,NA
2020-03-27,Hermosa Beach,NA,NA
2020-03-10,Hidden Hills,NA,NA
2020-03-11,Hidden Hills,NA,NA
2020-03-12,Hidden Hills,NA,NA
2020-03-13,Hidden Hills,NA,NA
2020-03-14,Hidden Hills,NA,NA
2020-03-15,Hidden Hills,NA,NA
2020-03-16,Hidden Hills,NA,NA
2020-03-17,Hidden Hills,NA,NA
2020-03-18,Hidden Hills,NA,NA
2020-03-19,Hidden Hills,NA,NA
2020-03-20,Hidden Hills,NA,NA
2020-03-21,Hidden Hills,NA,NA
2020-03-22,Hidden Hills,NA,NA
2020-03-23,Hidden Hills,NA,NA
2020-03-24,Hidden Hills,NA,NA
2020-03-25,Hidden Hills,NA,NA
2020-03-26,Hidden Hills,NA,NA
2020-03-27,Hidden Hills,City of Hidden Hills,0
2020-03-10,Highland Park,NA,NA
2020-03-11,Highland Park,NA,NA
2020-03-12,Highland Park,NA,NA
2020-03-13,Highland Park,NA,NA
2020-03-14,Highland Park,NA,NA
2020-03-15,Highland Park,NA,NA
2020-03-16,Highland Park,NA,NA
2020-03-17,Highland Park,NA,NA
2020-03-18,Highland Park,NA,NA
2020-03-19,Highland Park,NA,NA
2020-03-20,Highland Park,NA,NA
2020-03-21,Highland Park,NA,NA
2020-03-22,Highland Park,NA,NA
2020-03-23,Highland Park,NA,NA
2020-03-24,Highland Park,Highland Park,1
2020-03-25,Highland Park,Highland Park,2
2020-03-26,Highland Park,Highland Park,3
2020-03-27,Highland Park,Los Angeles,5
2020-03-10,Historic South-Central,NA,NA
2020-03-11,Historic South-Central,NA,NA
2020-03-12,Historic South-Central,NA,NA
2020-03-13,Historic South-Central,NA,NA
2020-03-14,Historic South-Central,NA,NA
2020-03-15,Historic South-Central,NA,NA
2020-03-16,Historic South-Central,NA,NA
2020-03-17,Historic South-Central,NA,NA
2020-03-18,Historic South-Central,NA,NA
2020-03-19,Historic South-Central,NA,NA
2020-03-20,Historic South-Central,NA,NA
2020-03-21,Historic South-Central,NA,NA
2020-03-22,Historic South-Central,NA,NA
2020-03-23,Historic South-Central,NA,NA
2020-03-24,Historic South-Central,NA,NA
2020-03-25,Historic South-Central,NA,NA
2020-03-26,Historic South-Central,NA,NA
2020-03-27,Historic South-Central,NA,NA
2020-03-10,Hollywood,NA,NA
2020-03-11,Hollywood,NA,NA
2020-03-12,Hollywood,NA,NA
2020-03-13,Hollywood,NA,NA
2020-03-14,Hollywood,NA,NA
2020-03-15,Hollywood,NA,NA
2020-03-16,Hollywood,NA,NA
2020-03-17,Hollywood,Hollywood --,1
2020-03-18,Hollywood,Los Angeles,5
2020-03-19,Hollywood,Hollywood,5
2020-03-20,Hollywood,Hollywood --,7
2020-03-21,Hollywood,Hollywood,12
2020-03-22,Hollywood,Hollywood,12
2020-03-23,Hollywood,Hollywood,14
2020-03-24,Hollywood,Hollywood,19
2020-03-25,Hollywood,Hollywood,23
2020-03-26,Hollywood,Hollywood,27
2020-03-27,Hollywood,Los Angeles,30
2020-03-10,Hollywood Hills,NA,NA
2020-03-11,Hollywood Hills,NA,NA
2020-03-12,Hollywood Hills,NA,NA
2020-03-13,Hollywood Hills,NA,NA
2020-03-14,Hollywood Hills,NA,NA
2020-03-15,Hollywood Hills,NA,NA
2020-03-16,Hollywood Hills,NA,NA
2020-03-17,Hollywood Hills,Hollywood Hills --,2
2020-03-18,Hollywood Hills,Los Angeles,2
2020-03-19,Hollywood Hills,Hollywood Hills,2
2020-03-20,Hollywood Hills,Hollywood Hills,2
2020-03-21,Hollywood Hills,Hollywood Hills,2
2020-03-22,Hollywood Hills,Hollywood Hills,5
2020-03-23,Hollywood Hills,Hollywood Hills,7
2020-03-24,Hollywood Hills,Hollywood Hills,8
2020-03-25,Hollywood Hills,Hollywood Hills,8
2020-03-26,Hollywood Hills,Hollywood Hills,17
2020-03-27,Hollywood Hills,Los Angeles,19
2020-03-10,Hollywood Hills West,NA,NA
2020-03-11,Hollywood Hills West,NA,NA
2020-03-12,Hollywood Hills West,NA,NA
2020-03-13,Hollywood Hills West,NA,NA
2020-03-14,Hollywood Hills West,NA,NA
2020-03-15,Hollywood Hills West,NA,NA
2020-03-16,Hollywood Hills West,NA,NA
2020-03-17,Hollywood Hills West,NA,NA
2020-03-18,Hollywood Hills West,NA,NA
2020-03-19,Hollywood Hills West,NA,NA
2020-03-20,Hollywood Hills West,NA,NA
2020-03-21,Hollywood Hills West,NA,NA
2020-03-22,Hollywood Hills West,NA,NA
2020-03-23,Hollywood Hills West,NA,NA
2020-03-24,Hollywood Hills West,NA,NA
2020-03-25,Hollywood Hills West,NA,NA
2020-03-26,Hollywood Hills West,NA,NA
2020-03-27,Hollywood Hills West,NA,NA
2020-03-10,Huntington Park,NA,NA
2020-03-11,Huntington Park,NA,NA
2020-03-12,Huntington Park,NA,NA
2020-03-13,Huntington Park,NA,NA
2020-03-14,Huntington Park,NA,NA
2020-03-15,Huntington Park,NA,NA
2020-03-16,Huntington Park,NA,NA
2020-03-17,Huntington Park,NA,NA
2020-03-18,Huntington Park,NA,NA
2020-03-19,Huntington Park,NA,NA
2020-03-20,Huntington Park,NA,NA
2020-03-21,Huntington Park,NA,NA
2020-03-22,Huntington Park,NA,NA
2020-03-23,Huntington Park,NA,NA
2020-03-24,Huntington Park,NA,NA
2020-03-25,Huntington Park,NA,NA
2020-03-26,Huntington Park,NA,NA
2020-03-27,Huntington Park,City of Huntington Park,0
2020-03-10,Hyde Park,NA,NA
2020-03-11,Hyde Park,NA,NA
2020-03-12,Hyde Park,NA,NA
2020-03-13,Hyde Park,NA,NA
2020-03-14,Hyde Park,NA,NA
2020-03-15,Hyde Park,NA,NA
2020-03-16,Hyde Park,NA,NA
2020-03-17,Hyde Park,NA,NA
2020-03-18,Hyde Park,NA,NA
2020-03-19,Hyde Park,NA,NA
2020-03-20,Hyde Park,NA,NA
2020-03-21,Hyde Park,NA,NA
2020-03-22,Hyde Park,NA,NA
2020-03-23,Hyde Park,Hyde Park,1
2020-03-24,Hyde Park,Hyde Park,1
2020-03-25,Hyde Park,Hyde Park,1
2020-03-26,Hyde Park,Hyde Park*,1
2020-03-27,Hyde Park,Los Angeles,2
2020-03-10,Industry,NA,NA
2020-03-11,Industry,NA,NA
2020-03-12,Industry,NA,NA
2020-03-13,Industry,NA,NA
2020-03-14,Industry,NA,NA
2020-03-15,Industry,NA,NA
2020-03-16,Industry,NA,NA
2020-03-17,Industry,NA,NA
2020-03-18,Industry,NA,NA
2020-03-19,Industry,NA,NA
2020-03-20,Industry,NA,NA
2020-03-21,Industry,NA,NA
2020-03-22,Industry,NA,NA
2020-03-23,Industry,NA,NA
2020-03-24,Industry,NA,NA
2020-03-25,Industry,NA,NA
2020-03-26,Industry,NA,NA
2020-03-27,Industry,City of Industry,0
2020-03-10,Inglewood,NA,NA
2020-03-11,Inglewood,NA,NA
2020-03-12,Inglewood,NA,NA
2020-03-13,Inglewood,NA,NA
2020-03-14,Inglewood,NA,NA
2020-03-15,Inglewood,NA,NA
2020-03-16,Inglewood,NA,NA
2020-03-17,Inglewood,Inglewood,1
2020-03-18,Inglewood,Inglewood,1
2020-03-19,Inglewood,Inglewood,2
2020-03-20,Inglewood,Inglewood --,2
2020-03-21,Inglewood,Inglewood,2
2020-03-22,Inglewood,Inglewood,3
2020-03-23,Inglewood,Inglewood,3
2020-03-24,Inglewood,Inglewood,5
2020-03-25,Inglewood,Inglewood,5
2020-03-26,Inglewood,Inglewood,12
2020-03-27,Inglewood,City of Inglewood,12
2020-03-10,Irwindale,NA,NA
2020-03-11,Irwindale,NA,NA
2020-03-12,Irwindale,NA,NA
2020-03-13,Irwindale,NA,NA
2020-03-14,Irwindale,NA,NA
2020-03-15,Irwindale,NA,NA
2020-03-16,Irwindale,NA,NA
2020-03-17,Irwindale,NA,NA
2020-03-18,Irwindale,NA,NA
2020-03-19,Irwindale,NA,NA
2020-03-20,Irwindale,NA,NA
2020-03-21,Irwindale,NA,NA
2020-03-22,Irwindale,NA,NA
2020-03-23,Irwindale,NA,NA
2020-03-24,Irwindale,NA,NA
2020-03-25,Irwindale,NA,NA
2020-03-26,Irwindale,NA,NA
2020-03-27,Irwindale,City of Irwindale,0
2020-03-10,Jefferson Park,NA,NA
2020-03-11,Jefferson Park,NA,NA
2020-03-12,Jefferson Park,NA,NA
2020-03-13,Jefferson Park,NA,NA
2020-03-14,Jefferson Park,NA,NA
2020-03-15,Jefferson Park,NA,NA
2020-03-16,Jefferson Park,NA,NA
2020-03-17,Jefferson Park,NA,NA
2020-03-18,Jefferson Park,NA,NA
2020-03-19,Jefferson Park,NA,NA
2020-03-20,Jefferson Park,NA,NA
2020-03-21,Jefferson Park,NA,NA
2020-03-22,Jefferson Park,NA,NA
2020-03-23,Jefferson Park,NA,NA
2020-03-24,Jefferson Park,NA,NA
2020-03-25,Jefferson Park,NA,NA
2020-03-26,Jefferson Park,NA,NA
2020-03-27,Jefferson Park,Los Angeles,0
2020-03-10,Koreatown,NA,NA
2020-03-11,Koreatown,NA,NA
2020-03-12,Koreatown,NA,NA
2020-03-13,Koreatown,NA,NA
2020-03-14,Koreatown,NA,NA
2020-03-15,Koreatown,NA,NA
2020-03-16,Koreatown,NA,NA
2020-03-17,Koreatown,Koreatown --,1
2020-03-18,Koreatown,Los Angeles,1
2020-03-19,Koreatown,Koreatown,1
2020-03-20,Koreatown,Koreatown --,1
2020-03-21,Koreatown,Koreatown,1
2020-03-22,Koreatown,Koreatown,2
2020-03-23,Koreatown,Koreatown,3
2020-03-24,Koreatown,Koreatown,5
2020-03-25,Koreatown,Koreatown,5
